alpha,beta_mkt,beta_smb,beta_hml,wald_stat,wald_pvalue,n_obs
0.009333434650129787,-0.22421841581004165,-0.0616844922346509,-0.45669320805949043,179.07485893856096,1.3013330439227702e-39,1187
