SR_max_monthly_FF3,SR_max_monthly_Carhart,SR_max_annual_FF3,SR_max_annual_Carhart,Delta_SR_annual,Delta_SR2_monthly
0.14727765181289681,0.27169511617879616,0.5101847515187516,0.9411794907800076,0.4309947392612559,0.05212752943188867
