model,date,mean_alpha,mean_abs_alpha,std_alpha,frac_sig_5pct,mean_t_alpha,se_mean_alpha,ci_low,ci_high
Carhart,1966-01-01,-0.0004131471885716082,0.0013819574995804316,0.0018886458741641649,0.0,-0.13077057472756046,0.000377729174832833,-0.0011534963712439609,0.0003272019941007445
Carhart,1966-02-01,-0.0003787484828281717,0.0014959236523282707,0.001998887647315209,0.0,-0.1331207615090324,0.00039977752946304175,-0.0011623124405757334,0.00040481547491939016
Carhart,1966-03-01,-0.000370146774941152,0.0015801633040617878,0.001999375704527585,0.04,-0.14395961198357501,0.000399875140905517,-0.0011539020511159655,0.0004136085012336614
Carhart,1966-04-01,-0.00037642924060851115,0.0015776919706712502,0.0019990457482013213,0.04,-0.14717512649774103,0.00039980914964026426,-0.001160055173903429,0.0004071966926864068
Carhart,1966-05-01,-0.00015171963479018662,0.0014298573403067124,0.0018797574243504304,0.04,-0.05814549736288752,0.00037595148487008605,-0.0008885845451355553,0.0005851452755551821
Carhart,1966-06-01,-0.00013525577164199586,0.001371659906720192,0.0017966294808497876,0.0,-0.04893288690736705,0.00035932589616995754,-0.0008395345281351126,0.0005690229848511209
Carhart,1966-07-01,-0.00011783334989458074,0.0012897029132766828,0.0016920196745213417,0.04,-0.030431891233061892,0.00033840393490426835,-0.0007811050623069467,0.0005454383625177852
Carhart,1966-08-01,-0.00014670951728519267,0.0013587253705663915,0.0017780456602637573,0.0,-0.041434002320648027,0.00035560913205275144,-0.0008437034161085854,0.0005502843815382002
Carhart,1966-09-01,-9.563268105334036e-05,0.0013326894459365832,0.0017881965521690981,0.04,-0.01348505047856582,0.00035763931043381964,-0.0007966057295036268,0.0006053403673969461
Carhart,1966-10-01,-0.00015408406853977628,0.0014089334139374388,0.0018119494293591715,0.04,-0.04232959015014802,0.0003623898858718343,-0.0008643682448485714,0.0005562001077690189
Carhart,1966-11-01,3.6007146429480747e-07,0.0013631129335018482,0.001673290739331033,0.04,0.048306291819814946,0.00033465814786620663,-0.0006555698983534702,0.0006562900412820598
Carhart,1966-12-01,0.00011817577690756167,0.0013268154243803085,0.0016246544571809907,0.0,0.08352165386433744,0.00032493089143619815,-0.0005186887703073867,0.0007550403241225101
Carhart,1967-01-01,1.9189190006750865e-05,0.0011578908183501866,0.0014317348872324553,0.0,0.02446578925387463,0.0002863469774464911,-0.0005420508857883717,0.0005804292658018734
Carhart,1967-02-01,-5.065914330078144e-05,0.0011562199309263727,0.001471240911865005,0.0,-0.021450550745639133,0.00029424818237300097,-0.0006273855807518633,0.0005260672941503005
Carhart,1967-03-01,-4.392620234812173e-05,0.0011760717627438135,0.0014856921845851792,0.0,-0.022982477709126266,0.0002971384369170358,-0.000626317538705512,0.0005384651340092684
Carhart,1967-04-01,-5.164855219179177e-05,0.0013057710695270639,0.001635067786356617,0.0,-0.020083724471735957,0.0003270135572713234,-0.0006925951244435857,0.0005892980200600021
Carhart,1967-05-01,6.87199108051772e-05,0.0013528089862955305,0.0016642082511573659,0.0,0.04947647345211293,0.00033284165023147316,-0.0005836497236485101,0.0007210895452588646
Carhart,1967-06-01,1.3279519436446182e-05,0.0013680634235152245,0.0016398017927755754,0.0,0.03363813561499149,0.0003279603585551151,-0.0006295227833315794,0.0006560818222044717
Carhart,1967-07-01,3.147538339692763e-05,0.0013921872254962434,0.0016565662219299696,0.0,0.04927767917673341,0.00033131324438599394,-0.0006178985755996206,0.0006808493423934757
Carhart,1967-08-01,-8.995689494165461e-06,0.001479062389598103,0.0017398267607182335,0.0,0.04218807853931422,0.0003479653521436467,-0.0006910077796957129,0.000673016400707382
Carhart,1967-09-01,-2.0308140868008863e-05,0.0014043376666318485,0.00171017176628714,0.0,0.02693536103540672,0.000342034353257428,-0.0006906954732525677,0.0006500791915165499
Carhart,1967-10-01,-1.8545213138615856e-05,0.0014994758457826318,0.0018836037224216607,0.0,0.017824573811403576,0.00037672074448433213,-0.0007569178723279068,0.0007198274460506752
Carhart,1967-11-01,-0.00014880166709156097,0.001545019321139897,0.001920742121953727,0.04,-0.04078097245447987,0.00038414842439074543,-0.000901732578897422,0.0006041292447143001
Carhart,1967-12-01,-0.0001833747697903291,0.0015668569263787718,0.001934842398470112,0.04,-0.055891042784619725,0.00038696847969402236,-0.0009418329899906129,0.0005750834504099548
Carhart,1968-01-01,-0.00032483708009968206,0.0016521129750174353,0.002022577400660237,0.04,-0.11064941648489407,0.0004045154801320474,-0.0011176874211584948,0.00046801326095913075
Carhart,1968-02-01,-0.00030361371082551157,0.001564994905271332,0.0018834934108697958,0.0,-0.10095555121859164,0.00037669868217395916,-0.0010419431278864714,0.00043471570623544834
Carhart,1968-03-01,-0.00029841200481534004,0.0015323110338859994,0.0018503605340996303,0.0,-0.09575091755751437,0.00037007210681992605,-0.001023753334182395,0.000426929324551715
Carhart,1968-04-01,-0.00026534852527221856,0.0015258576334676501,0.001895835035085366,0.08,-0.06882585170880269,0.0003791670070170732,-0.001008515859025682,0.00047781880848124487
Carhart,1968-05-01,-0.0002517135991185624,0.0014812972676120641,0.001856013518854994,0.04,-0.057056458674595356,0.0003712027037709988,-0.00097927089850972,0.00047584370027259516
Carhart,1968-06-01,-0.0003776551727021696,0.0016593154877404758,0.002058221581104683,0.0,-0.1019258928909911,0.00041164431622093655,-0.0011844780324952052,0.000429167687090866
Carhart,1968-07-01,-0.000412275008247941,0.001728786637429294,0.0021280964674326047,0.0,-0.108799777209323,0.0004256192934865209,-0.001246488823481522,0.00042193880698563994
Carhart,1968-08-01,-0.000433201395422149,0.0017130442336594693,0.0021474962364363354,0.08,-0.11794807481922046,0.00042949924728726707,-0.0012750199201051924,0.0004086171292608945
Carhart,1968-09-01,-0.0003978735342484131,0.0016530628859001777,0.0020368166442548126,0.04,-0.11708553433971051,0.0004073633288509625,-0.0011963056587962996,0.0004005585902994734
Carhart,1968-10-01,-0.00027710584735240394,0.0015428598440976732,0.001961214821905765,0.04,-0.06812311473516813,0.000392242964381153,-0.0010459020575394639,0.0004916903628346559
Carhart,1968-11-01,-0.000227549543149415,0.0016693686733469772,0.002050783390733622,0.04,-0.04069223178952047,0.00041015667814672444,-0.0010314566323169948,0.0005763575460181649
Carhart,1968-12-01,-0.00023642685329801883,0.0016637695706562272,0.002041067946630745,0.04,-0.05130168598777909,0.00040821358932614896,-0.0010365254883772709,0.0005636717817812331
Carhart,1969-01-01,-0.00015745966103727734,0.0015872533161781818,0.0019183609737294261,0.04,-0.02533731185019104,0.0003836721947458852,-0.0009094571627392123,0.0005945378406646577
Carhart,1969-02-01,-0.0001249536190286176,0.0015225544706732826,0.0019441796525321651,0.04,0.003986735595594437,0.000388835930506433,-0.0008870720428212262,0.0006371648047639911
Carhart,1969-03-01,-0.00017622235950778833,0.0013278961189033686,0.0017521827289989577,0.04,-0.03577487790457093,0.0003504365457997915,-0.0008630779892753797,0.0005106332702598031
Carhart,1969-04-01,-0.00020951456689304894,0.001449285749434764,0.0018410583257977109,0.04,-0.051699512160983396,0.00036821166515954215,-0.0009312094306057516,0.0005121802968196537
Carhart,1969-05-01,-0.00022660228269476528,0.0014702079292715044,0.0018752931313004125,0.04,-0.05825754472488396,0.0003750586262600825,-0.0009617171901645269,0.0005085126247749963
Carhart,1969-06-01,-5.999394686330355e-05,0.001472220453005923,0.0018608925271115435,0.08,0.025541288324410855,0.0003721785054223087,-0.0007894638174910286,0.0006694759237644215
Carhart,1969-07-01,-0.00011061018000374539,0.0015305677336376802,0.0018856835110707055,0.12,-0.0010021459123619536,0.0003771367022141411,-0.0008497981163434619,0.000628577756335971
Carhart,1969-08-01,-8.213983103455754e-05,0.0015218608624010673,0.00188441747663265,0.08,0.008337827960636429,0.00037688349532653,-0.0008208314818745564,0.0006565518198054413
Carhart,1969-09-01,-0.00018148332793600043,0.0016645692465610518,0.002059290065981791,0.08,-0.032865280006290395,0.00041185801319635815,-0.0009887250338008625,0.0006257583779288615
Carhart,1969-10-01,-0.00020219176855986433,0.0015877626227910652,0.0020358297368601253,0.08,-0.05480171064341285,0.00040716594737202504,-0.0010002370254090333,0.0005958534882893047
Carhart,1969-11-01,-6.0319363562576654e-05,0.0014916443680435432,0.0019504840199391802,0.08,0.008521150178101707,0.00039009680398783604,-0.0008249090993787352,0.000704270372253582
Carhart,1969-12-01,9.882329340410228e-05,0.001521016965978012,0.00195117474631671,0.12,0.09000718286607316,0.000390234949263342,-0.0006660372071520481,0.0008636837939602526
Carhart,1970-01-01,4.0152594946837284e-05,0.0015322077172678992,0.0019493265066904293,0.08,0.059031637685820135,0.00038986530133808587,-0.000723983395675811,0.0008042885855694855
Carhart,1970-02-01,9.323813272754245e-05,0.0014798710706322626,0.0018126699871418646,0.04,0.07081787217079345,0.0003625339974283729,-0.0006173285022320684,0.0008038047676871533
Carhart,1970-03-01,7.097570552412375e-05,0.0015507622160431183,0.0018717443729539618,0.04,0.05771139259556407,0.00037434887459079235,-0.0006627480886738292,0.0008046994997220767
Carhart,1970-04-01,0.00012559538484868896,0.0015561213097313972,0.0018771779139925197,0.04,0.08636507113139573,0.00037543558279850393,-0.0006102583574363787,0.0008614491271337567
Carhart,1970-05-01,0.0001414153261473954,0.001501395145740445,0.0018594879978865212,0.04,0.09219236772950459,0.00037189759957730425,-0.0005875039690241209,0.0008703346213189117
Carhart,1970-06-01,0.00023221348957549852,0.0015659125799081155,0.001956887182210704,0.04,0.13654735321082284,0.0003913774364421408,-0.0005348862858510975,0.0009993132650020944
Carhart,1970-07-01,0.00016631013024016547,0.0016331206763679734,0.001910056785283038,0.04,0.09733449061668921,0.0003820113570566076,-0.0005824321295907854,0.0009150523900711163
Carhart,1970-08-01,0.00020839690655899705,0.0014368906080336288,0.0017942921739798703,0.04,0.12440375620004296,0.00035885843479597406,-0.000494965625641112,0.0009117594387591061
Carhart,1970-09-01,0.00036249385318710823,0.0014112538458421824,0.0017131982769776292,0.04,0.20598845206836067,0.0003426396553955258,-0.0003090798713881224,0.001034067577762339
Carhart,1970-10-01,0.0002344738349504546,0.0013994222006500805,0.0017089429617773556,0.04,0.14426371607885496,0.00034178859235547114,-0.00043543180606626887,0.0009043794759671781
Carhart,1970-11-01,0.0002515196959031652,0.0014819030681014758,0.0017900860214549105,0.04,0.1535994540138707,0.0003580172042909821,-0.0004501940245071597,0.0009532334163134901
Carhart,1970-12-01,0.00024069106504105,0.0015053299917038199,0.0018563427076137237,0.04,0.15864433769555855,0.00037126854152274473,-0.0004869952763435296,0.0009683774064256297
Carhart,1971-01-01,0.0001577610559770525,0.001543206184230772,0.0019207695869240748,0.04,0.1241583588610478,0.00038415391738481496,-0.0005951806220971848,0.0009107027340512898
Carhart,1971-02-01,0.000164959182157507,0.0014583177582426906,0.0018432906978504606,0.04,0.12737130537466324,0.00036865813957009214,-0.0005576107713998736,0.0008875291357148875
Carhart,1971-03-01,0.0001575169340995646,0.0014574737454226632,0.0018722441503730082,0.04,0.13367945659708583,0.00037444883007460166,-0.0005764027728466546,0.0008914366410457838
Carhart,1971-04-01,0.0002428034248640498,0.0014272024607025204,0.0017891724457121674,0.04,0.17525343940891985,0.0003578344891424335,-0.0004585521738551198,0.0009441590235832193
Carhart,1971-05-01,0.0003277268585185944,0.0015014023046037003,0.0019535886756096186,0.04,0.2222038638061205,0.00039071773512192374,-0.00043807990232037615,0.001093533619357565
Carhart,1971-06-01,0.0002984466257805648,0.0014183502307985108,0.001851744116455605,0.04,0.20851836751609956,0.000370348823291121,-0.0004274370678700323,0.001024330319431162
Carhart,1971-07-01,0.00023341477752275303,0.001525804122887099,0.001941034680241538,0.08,0.17490496656576615,0.0003882069360483076,-0.0005274708171319299,0.000994300372177436
Carhart,1971-08-01,0.000280101695520143,0.0015956741937531455,0.0020321190696444744,0.04,0.20364532819056028,0.00040642381392889487,-0.000516488979780491,0.0010766923708207768
Carhart,1971-09-01,0.0002978354291641723,0.0016464139565987865,0.002092508726249076,0.08,0.21336332954856435,0.0004185017452498152,-0.0005224279915254655,0.00111809884985381
Carhart,1971-10-01,0.00041129009283451793,0.0017566969139106207,0.0021809600609570884,0.12,0.2672033580171908,0.00043619201219141765,-0.0004436462510606606,0.0012662264367296965
Carhart,1971-11-01,0.00035240297971137,0.0016900256486257112,0.002070228689398272,0.04,0.23071203567575613,0.0004140457378796544,-0.0004591266665327526,0.0011639326259554926
Carhart,1971-12-01,0.0003009939653658958,0.00168037570043707,0.002031370578194562,0.0,0.21561554623351473,0.0004062741156389124,-0.0004953033012863725,0.001097291232018164
Carhart,1972-01-01,0.0002609974432455236,0.0015411482789950653,0.001888738277276961,0.0,0.18976269758491654,0.0003777476554553922,-0.0004793879614470451,0.0010013828479380925
Carhart,1972-02-01,0.00023800495937339298,0.0015629585718197575,0.0019195994324352824,0.0,0.1794256180749127,0.0003839198864870565,-0.0005144780181412377,0.0009904879368880237
Carhart,1972-03-01,0.00020852266050997435,0.0015242895277671855,0.0018629633812438603,0.0,0.16415328210472246,0.0003725926762487721,-0.000521758984937619,0.0009388043059575677
Carhart,1972-04-01,0.0002552035260704016,0.0014724275248402662,0.0017928928314893252,0.0,0.17943392528608507,0.00035857856629786507,-0.00044761046387341394,0.0009580175160142172
Carhart,1972-05-01,2.366434126614967e-05,0.0013974512455672866,0.0017514395545004486,0.0,0.06212081007211455,0.00035028791090008975,-0.0006628999640980262,0.0007102286466303255
Carhart,1972-06-01,-0.00011654709584270187,0.0013922486743702881,0.001798002469317604,0.0,-0.010396889382500685,0.0003596004938635208,-0.0008213640638152026,0.0005882698721297988
Carhart,1972-07-01,-0.00019442013436180434,0.0014159583885438407,0.0018174169873042924,0.0,-0.05247784518679777,0.0003634833974608585,-0.0009068475933850871,0.0005180073246614783
Carhart,1972-08-01,-0.00016822229133142485,0.0013021662725581234,0.0016776390686282171,0.0,-0.03820871355230153,0.0003355278137256434,-0.000825856806233686,0.0004894122235708362
Carhart,1972-09-01,-0.0001888221395073923,0.0013277165730112826,0.0017243898015827646,0.0,-0.05382645108708571,0.0003448779603165529,-0.000864782941727836,0.0004871386627130514
Carhart,1972-10-01,-0.0001375936930651172,0.001335276260296292,0.0017217677421004583,0.0,-0.029990168268486148,0.00034435354842009166,-0.0008125266479684968,0.0005373392618382624
Carhart,1972-11-01,-2.5920932947487394e-05,0.001309965781141109,0.0017414201630043078,0.0,0.02256582583236258,0.00034828403260086155,-0.000708557636845176,0.0006567157709502012
Carhart,1972-12-01,-0.00014579654900894338,0.0013283353200568095,0.0017860808767772543,0.08,-0.038940000679235934,0.00035721617535545085,-0.000845940252705627,0.0005543471546877403
Carhart,1973-01-01,-0.00015026361934836454,0.0013349578014509459,0.0018275986086880554,0.04,-0.03016579661376152,0.0003655197217376111,-0.0008666822739540823,0.0005661550352573532
Carhart,1973-02-01,-0.00017236979728861603,0.0014687834286913587,0.0019586449241740314,0.04,-0.03359485266547812,0.0003917289848348063,-0.0009401586075648363,0.0005954190129876043
Carhart,1973-03-01,-0.00015551043862178023,0.0014460252390299851,0.0019284371631765455,0.04,-0.025550918544773663,0.0003856874326353091,-0.0009114578065869861,0.0006004369293434255
Carhart,1973-04-01,-0.00016047143723041293,0.0014185902562540641,0.0018988165727349814,0.08,-0.031310362544351926,0.0003797633145469963,-0.0009048075337425256,0.0005838646592816998
Carhart,1973-05-01,-0.00018637265224964988,0.0014845200331092218,0.0019366157357328234,0.04,-0.043240947640140595,0.0003873231471465647,-0.0009455260206569166,0.0005727807161576169
Carhart,1973-06-01,-0.00015935662840949698,0.001536170124015044,0.0020130833727914233,0.08,-0.030950328690869663,0.0004026166745582847,-0.0009484853105437349,0.0006297720537247409
Carhart,1973-07-01,-7.762895209615074e-05,0.0016455238105777357,0.0021629656732566212,0.08,0.009557630356216268,0.00043259313465132427,-0.0009255114960127463,0.0007702535918204448
Carhart,1973-08-01,8.161979344656201e-05,0.0016514669381560924,0.002146537554738694,0.08,0.08437692622154172,0.00042930751094773874,-0.0007598229280110059,0.00092306251490413
Carhart,1973-09-01,0.0004114547225886332,0.001729108339289116,0.0020783725524242667,0.0,0.24652961171757956,0.00041567451048485333,-0.0004032673179616793,0.0012261767631389457
Carhart,1973-10-01,0.00045037273392442047,0.0017648092711032629,0.0021105548683102615,0.04,0.2639877297452482,0.0004221109736620523,-0.000376964774453202,0.001277710242302043
Carhart,1973-11-01,0.00044940670838359556,0.0017127085846915808,0.002078772937024459,0.08,0.25892575733565965,0.00041575458740489177,-0.0003654722829299923,0.0012642856996971834
Carhart,1973-12-01,0.0005588615141730915,0.0018639233736854484,0.0022543726979601026,0.08,0.3074385603733599,0.0004508745395920205,-0.00032485258342726867,0.0014425756117734515
Carhart,1974-01-01,0.00043064804370323244,0.001887163966139486,0.0023821301798291968,0.08,0.27893364087863126,0.00047642603596583936,-0.0005031469867898127,0.0013644430741962775
Carhart,1974-02-01,0.00044632718442703023,0.0019171810911965495,0.0023574402137129273,0.08,0.27212882820244094,0.00047148804274258545,-0.00047778937934843727,0.0013704437482024976
Carhart,1974-03-01,0.0003807656059718157,0.0018790344904636763,0.002322619389407303,0.08,0.2511224090054377,0.0004645238778814606,-0.0005297011946758471,0.0012912324066194786
Carhart,1974-04-01,0.00039178363015095896,0.0019148286805962872,0.002311788951700629,0.08,0.25606489732163007,0.00046235779034012575,-0.0005144376389156875,0.0012980048992176055
Carhart,1974-05-01,0.00031983185921101887,0.001966376344436181,0.0024323202512729963,0.08,0.23183987422922314,0.00048646405025459924,-0.0006336376792879956,0.0012733013977100334
Carhart,1974-06-01,0.00016969879842250454,0.001811494453542485,0.0022685574820663092,0.08,0.15220026755985833,0.0004537114964132618,-0.0007195757345474886,0.0010589733313924976
Carhart,1974-07-01,0.00030127282993912003,0.0018092179547268363,0.002210281830181886,0.04,0.1983779975683775,0.00044205636603637723,-0.0005651576474921793,0.0011677033073704195
Carhart,1974-08-01,0.0003830352396446588,0.0018043064539068343,0.0021670842595630396,0.04,0.22594256321296666,0.0004334168519126079,-0.00046646179010405265,0.0012325322693933702
Carhart,1974-09-01,0.0004012269178390684,0.0017069714826110551,0.002036712672857025,0.04,0.22175866250584536,0.000407342534571405,-0.00039716444992088536,0.0011996182855990222
Carhart,1974-10-01,1.575868582423534e-05,0.0019674907929072396,0.002302968250699251,0.04,0.060004992948038446,0.00046059365013985024,-0.0008870048684498711,0.0009185222400983418
Carhart,1974-11-01,6.678184472317384e-05,0.0019188501741282202,0.002228773186228187,0.04,0.07328461601850733,0.00044575463724563736,-0.0008068972442782754,0.0009404609337246231
Carhart,1974-12-01,7.086651743228412e-05,0.0017699851059404972,0.002024396214639698,0.04,0.07914200344553816,0.00040487924292793956,-0.0007226967987064774,0.0008644298335710456
Carhart,1975-01-01,0.00019057201820634257,0.001739969391374435,0.002024737067514327,0.04,0.13751135408469511,0.0004049474135028654,-0.0006031249122592737,0.0009842689486719589
Carhart,1975-02-01,2.89183225829728e-05,0.0018150305029141073,0.002149475095587826,0.0,0.08450455408894789,0.0004298950191175652,-0.000813675914887455,0.0008715125600534005
Carhart,1975-03-01,6.388528813357748e-05,0.00178520844213247,0.0020993771854575572,0.0,0.09997531871710251,0.0004198754370915114,-0.0007590705685657849,0.0008868411448329399
Carhart,1975-04-01,0.0002511498030409097,0.0017404208713094108,0.0019878098094697305,0.0,0.1777668903227043,0.0003975619618939461,-0.0005280716422712247,0.001030371248353044
Carhart,1975-05-01,0.0002913746128339317,0.001654745576577055,0.0019343634784198278,0.0,0.19965518733126264,0.00038687269568396553,-0.0004668958707066407,0.0010496450963745042
Carhart,1975-06-01,0.00037813075232396784,0.0016482226694902067,0.0018831748514615456,0.0,0.22922320700603763,0.0003766349702923091,-0.00036007378944895795,0.0011163352940968935
Carhart,1975-07-01,0.00043114537380795347,0.0015507592212323916,0.0017918699926271217,0.0,0.2554708557942442,0.00035837399852542434,-0.00027126766330187827,0.0011335584109177853
Carhart,1975-08-01,0.0006004767634833224,0.0016869150366479416,0.0018983001968339193,0.0,0.3333405060516442,0.00037966003936678385,-0.00014365691367557393,0.0013446104406422189
Carhart,1975-09-01,0.0002740512400940333,0.0016599313522731032,0.001997553422915086,0.0,0.19711196688258256,0.00039951068458301723,-0.0005089897016886804,0.001057092181876747
Carhart,1975-10-01,0.00035766580406068144,0.0015885422295992071,0.0019563052506741474,0.0,0.24091729399552936,0.0003912610501348295,-0.0004092058542035844,0.0011245374623249473
Carhart,1975-11-01,0.00038318657095261276,0.0015530883359405195,0.00193504533815042,0.0,0.24954312730725547,0.000387009067630084,-0.0003753512016023519,0.0011417243435075774
Carhart,1975-12-01,0.00048641420567896,0.0015715875430195917,0.0017994922584876041,0.0,0.2859139972469591,0.00035989845169752085,-0.00021898675964818085,0.001191815171006101
Carhart,1976-01-01,0.0006633448534064713,0.001650720656681422,0.0017292966089240316,0.0,0.34026993907101644,0.00034585932178480633,-1.4539417291749052e-05,0.0013412291241046916
Carhart,1976-02-01,0.0005736427420840025,0.0016463411158680339,0.0017717092541085972,0.0,0.2870660281518537,0.00035434185082171943,-0.00012086728552656754,0.0012681527696945727
Carhart,1976-03-01,0.00042569963950806795,0.0017918651385850153,0.0020346057863636956,0.0,0.21791427714641143,0.00040692115727273913,-0.0003718658287465007,0.0012232651077626366
Carhart,1976-04-01,0.00040065963526254205,0.001650513213946985,0.0018727378531054268,0.0,0.2140607340962702,0.00037454757062108535,-0.0003334536031547853,0.0011347728736798694
Carhart,1976-05-01,0.00040592081190583053,0.0015542664431537245,0.0017427946653326065,0.0,0.2132518124707074,0.0003485589330665213,-0.00027725469690455116,0.0010890963207162122
Carhart,1976-06-01,0.0003676940768550202,0.0015602818668371344,0.0017893748236373975,0.0,0.20026787128652696,0.0003578749647274795,-0.0003337408540108396,0.00106912900772088
Carhart,1976-07-01,0.0004994646108256728,0.0015785034971775808,0.0017718145244011603,0.0,0.2563631198809173,0.00035436290488023204,-0.0001950866827395819,0.0011940159043909277
Carhart,1976-08-01,0.00042084107856658524,0.00151862119652632,0.001740321423693496,0.0,0.23322299373968705,0.00034806428473869923,-0.00026136491952126527,0.0011030470766544356
Carhart,1976-09-01,0.0003325398535161962,0.0015692492096347392,0.0018490215402061526,0.0,0.19807060714670677,0.0003698043080412305,-0.0003922765902446155,0.0010573562972770079
Carhart,1976-10-01,0.00025835195462729614,0.0015305877609827487,0.0019019233725444933,0.0,0.1730794596651068,0.00038038467450889865,-0.00048720200741014525,0.0010039059166647374
Carhart,1976-11-01,0.0003417084462735705,0.0014693260763914266,0.0018514518642531042,0.0,0.20433052331483417,0.00037029037285062083,-0.0003840606845136463,0.0010674775770607872
Carhart,1976-12-01,0.000290645624820472,0.0014901671899367136,0.0018827175832039943,0.0,0.1826443651199167,0.00037654351664079884,-0.00044737966779549374,0.0010286709174364378
Carhart,1977-01-01,0.00036347417984137153,0.001486333571474361,0.0018947672683714651,0.0,0.22074103800129483,0.000378953453674293,-0.00037927458936024277,0.0011062229490429857
Carhart,1977-02-01,0.00023440285930673342,0.0014457984807928728,0.001861239842608704,0.0,0.15682051133734654,0.0003722479685217408,-0.0004952031589958786,0.0009640088776093454
Carhart,1977-03-01,0.00023061745080477203,0.001397264027329059,0.0019100282893813622,0.0,0.1581142036758051,0.00038200565787627243,-0.000518113638632722,0.000979348540242266
Carhart,1977-04-01,0.00027343311866208256,0.0013390095473536548,0.001783483812897624,0.0,0.17146869540911644,0.0003566967625795248,-0.000425692535993786,0.0009725587733179511
Carhart,1977-05-01,0.00020558435713340168,0.001225254045211642,0.0017628260553952271,0.0,0.14303705689714175,0.0003525652110790454,-0.00048544345658152726,0.0008966121708483307
Carhart,1977-06-01,0.000310415476941106,0.001295233664506612,0.0018242286986615204,0.0,0.17848212538396935,0.0003648457397323041,-0.00040468217293421004,0.001025513126816422
Carhart,1977-07-01,0.00029392516068075234,0.001355296664301199,0.001863474924471992,0.0,0.18292871301902303,0.00037269498489439837,-0.0004365570097122685,0.0010244073310737732
Carhart,1977-08-01,0.00032015679487892493,0.001288636936809401,0.0017566701272818729,0.0,0.2068255601688977,0.00035133402545637455,-0.0003684578950155692,0.001008771484773419
Carhart,1977-09-01,0.00039241320970347907,0.0012682294264325029,0.0016895598796105914,0.0,0.23419542343465438,0.0003379119759221183,-0.0002698942631038727,0.0010547206825108307
Carhart,1977-10-01,0.00034086903454572977,0.0012152648527095071,0.0016684841676519715,0.0,0.20819456902445221,0.0003336968335303943,-0.00031317675917384306,0.0009949148282653027
Carhart,1977-11-01,0.00037733970801740786,0.0013503931506129866,0.001889571771037966,0.0,0.2394245593539604,0.0003779143542075932,-0.0003633724262294748,0.0011180518422642905
Carhart,1977-12-01,0.000441074909145376,0.0013992292253005706,0.0018745190444317843,0.0,0.26799372509642816,0.0003749038088863569,-0.00029373655627188344,0.0011758863745626354
Carhart,1978-01-01,0.000489688141231632,0.0013547030003017734,0.0018414152792804704,0.0,0.27105195021267287,0.00036828305585609407,-0.00023214664824631234,0.0012115229307095763
Carhart,1978-02-01,0.0006087301347978846,0.0014083631319471881,0.001866528892183154,0.0,0.3258445012464446,0.0003733057784366308,-0.00012294919093791177,0.001340409460533681
Carhart,1978-03-01,0.0006739220074394229,0.001453112868190609,0.001924052361640608,0.0,0.36170512399565746,0.00038481047232812157,-8.030651832369542e-05,0.0014281505332025411
Carhart,1978-04-01,0.0007606127027072231,0.0014510889431404769,0.001855915345365095,0.0,0.4051355078939545,0.000371183069073019,3.309388732410589e-05,0.0014881315180903403
Carhart,1978-05-01,0.0008778396598137177,0.0014716171705525922,0.0017671268660178958,0.0,0.43609873972727364,0.00035342537320357914,0.00018512592833470258,0.0015705533912927327
Carhart,1978-06-01,0.0009695556157685017,0.0014685016372427717,0.0018228427513278945,0.0,0.4656641116037582,0.0003645685502655789,0.0002550012572479671,0.0016841099742890362
Carhart,1978-07-01,0.0005326094403476507,0.0015600902107143894,0.002038791251859072,0.0,0.2878586168342785,0.0004077582503718144,-0.00026659673038110555,0.001331815611076407
Carhart,1978-08-01,0.0004765516889237634,0.0015744677443439933,0.0020961314561928767,0.0,0.27389125853844837,0.00041922629123857533,-0.0003451318419038442,0.001298235219751371
Carhart,1978-09-01,-0.000159970542215364,0.0016139863111410307,0.0023059197948338377,0.08,-0.0055211052415421145,0.00046118395896676753,-0.0010638911017902283,0.0007439500173595003
Carhart,1978-10-01,-0.00022857986595573525,0.0014887577309149803,0.0021726991970892205,0.04,-0.015916440091709737,0.0004345398394178441,-0.0010802779512147098,0.0006231182193032392
Carhart,1978-11-01,-1.7993692094020672e-05,0.001426635140930629,0.0020687434538210173,0.04,0.07497257662189426,0.00041374869076420346,-0.0008289411259918594,0.0007929537418038181
Carhart,1978-12-01,-3.2412340439470045e-05,0.0014358712907589937,0.0021211643212209175,0.12,0.07464660936013519,0.0004242328642441835,-0.0008639087543580696,0.0007990840734791296
Carhart,1979-01-01,6.160179347764541e-06,0.0014111861834886256,0.0020058812045880728,0.04,0.08145808285015535,0.0004011762409176146,-0.00078014525285076,0.0007924656115462891
Carhart,1979-02-01,-9.264082757937785e-05,0.0014077424838283552,0.0020180275743251976,0.04,0.029964073925335146,0.0004036055148650395,-0.0008837076367148553,0.0006984259815560997
Carhart,1979-03-01,3.354328388468223e-05,0.001410866263051048,0.0019697824665496073,0.04,0.08550470881354136,0.00039395649330992144,-0.0007386114430027637,0.0008056980107721283
Carhart,1979-04-01,7.038549220925768e-05,0.0014221488006991134,0.0019688772893063397,0.04,0.11490997880157285,0.00039377545786126796,-0.0007014144051988275,0.0008421853896173429
Carhart,1979-05-01,0.00011121799645970761,0.0014231478386096891,0.0019218712816987794,0.0,0.13774330808119728,0.0003843742563397559,-0.0006421555459662139,0.0008645915388856292
Carhart,1979-06-01,0.0001800986708639587,0.001616685575881907,0.0021828734630452043,0.08,0.19494558593964956,0.0004365746926090409,-0.0006755877266497615,0.0010357850683776787
